brand,country,month,alpha,beta,mu
ABRRE,Eriador,6.0,0.3467333170185375,-4.415080587091422e-29,0.05193367673993923
ABRRE,Eriador,7.0,0.2392355168282727,-4.6114265337835223e-29,0.07889808367516435
ABRRE,Eriador,8.0,0.46709251961618936,-7.934207786774369e-29,0.056634335490934884
ABRRE,Eriador,9.0,0.16258069536061936,-1.216581855942178e-30,0.07344106607089439
ABRRE,Eriador,10.0,0.5978750893501887,-1.5522059546370417e-29,0.09347520127986125
ABRRE,Eriador,11.0,0.16930468788958775,-1.217662153807203e-31,0.07670876213405903
ABRRE,Eriador,12.0,0.19032745435211942,-1.9736336755847743e-30,0.10611610922298721
ABRRE,Etheria,1.0,0.0843158721418445,-6.1149436159414375e-30,0.19384683214668558
ABRRE,Etheria,2.0,0.33252054599147707,-2.1178923962875905e-30,0.03712010620007147
ABRRE,Etheria,3.0,0.21681935246914913,-6.861286857395528e-29,0.09796091746297489
ABRRE,Etheria,5.0,0.6369019446152392,-2.174642655241484e-31,0.20057179498571107
ABRRE,Etheria,6.0,0.21653344258102564,-1.6326918464546306e-28,0.1052295436444878
ABRRE,Etheria,7.0,0.29309064515248495,-9.842192358745944e-29,0.06069498197803747
ABRRE,Etheria,10.0,0.5863265703125917,-3.310622012031107e-31,0.17400231920759174
ABRRE,Etheria,11.0,0.6427118928201252,-3.543480499044769e-31,0.21836427841237369
ABRRE,Etheria,12.0,0.06494376718317707,-1.8516068999779428e-28,0.29655368342971716
ABRRE,Gallifrey,3.0,0.8345295512427646,-8.87782978124263e-32,0.05884568528670721
ABRRE,Gallifrey,4.0,0.33254934718039125,-1.8401493139679598e-29,1.4881066901901878
ABRRE,Gallifrey,5.0,0.2944731842060454,0.020849770593502504,0.43967172877398086
ABRRE,Gallifrey,6.0,1.6757252296286715,-0.0033206496060341918,0.028136989415955257
ABRRE,Gallifrey,7.0,0.368004952358151,-1.9139381148577385e-27,0.12208785620013532
ABRRE,Gallifrey,8.0,1.5603904086925031,0.003642745620875112,0.026946318520552504
ABRRE,Gallifrey,9.0,6.979799395490618,-0.02898141448000007,0.011075921699854815
ABRRE,Gallifrey,10.0,1.2510127251046408,0.0038367286096411546,0.0353961635333913
ABRRE,Gallifrey,11.0,0.284761222531129,-1.6417345522706356e-28,1.3752329915782502
ABRRE,Gondor,1.0,0.35031670967592266,-6.700588993421622e-31,0.04332198725878111
ABRRE,Gondor,2.0,0.6818345962960539,-2.883759738049728e-29,0.043151463704029246
ABRRE,Gondor,3.0,0.6804788449034214,-1.2463510044696336e-29,0.04175806708962168
ABRRE,Gondor,4.0,0.825887776938306,-1.0291316120429143e-29,0.040220128070658764
ABRRE,Gondor,5.0,0.4250388747199052,-1.3110697760357096e-26,0.05216125847962627
ABRRE,Gondor,6.0,0.5364850409473698,-1.1610957271338487e-29,0.04333058600104741
ABRRE,Gondor,7.0,0.6346413301523863,-5.422654723314007e-28,0.0511265325507365
ABRRE,Gondor,8.0,0.9217675525839375,-1.1669564309873958e-29,0.03122448715079832
ABRRE,Gondor,9.0,0.8531032039875412,-7.905122468786936e-29,0.034634373334911914
ABRRE,Gondor,10.0,0.7438951071509071,-3.4549358943611155e-30,0.04154204529894687
ABRRE,Gondor,11.0,0.5396286544962281,-2.5046340700417954e-31,0.10417782739774711
ABRRE,Gondor,12.0,0.6689274483503843,-1.1288786187041744e-29,0.06106327572072009
ABRRE,Sokovia,1.0,0.37504473407375016,-9.294318238825573e-31,0.0807559319957759
ABRRE,Sokovia,2.0,0.9350581855310383,-5.493347290741907e-29,0.05169302899051349
ABRRE,Sokovia,3.0,0.602954832706736,-1.4288705076322e-29,0.04308457702399257
ABRRE,Sokovia,4.0,0.7405240993344266,-1.2134195327101881e-31,0.0554548620406734
ABRRE,Sokovia,5.0,0.7870689856702346,-6.797921243029861e-30,0.043222906865146044
ABRRE,Sokovia,6.0,0.6887672968381765,-5.1929796331574805e-30,0.06870563195997412
ABRRE,Sokovia,7.0,0.5290582822377605,-3.69793557464706e-30,0.057677050879137756
ABRRE,Sokovia,8.0,0.9032505593969862,-2.817046558335562e-30,0.03831556530651395
ABRRE,Sokovia,9.0,0.6086276823250474,-6.5452003272249335e-31,0.04850700780731647
ABRRE,Sokovia,10.0,0.22289599873510627,-5.022630728578063e-29,0.05508581605310943
ABRRE,Sokovia,11.0,0.30746004094010715,-6.131773052537091e-30,0.057933295986012545
ABRRE,Sokovia,12.0,0.35517878456627927,-5.703417297702234e-29,0.04714580595253377
ABRRE,Themyscira,1.0,0.37306559767509706,-1.758833378786189e-29,0.047771544024832205
ABRRE,Themyscira,2.0,0.4843854823043059,-4.4534740704753055e-29,0.054943498571889474
ABRRE,Themyscira,3.0,0.40181843020696506,-2.489904926148255e-32,0.09979001974595852
ABRRE,Themyscira,4.0,0.5965069596049044,-3.824032672358834e-30,0.05255199828553481
ABRRE,Themyscira,5.0,0.6202491943848398,-5.80203176328564e-29,0.04707350203948271
ABRRE,Themyscira,6.0,0.5924470865317164,-3.1952231194671013e-31,0.04092534515221917
ABRRE,Themyscira,7.0,0.3987725006887523,-2.9934271052198503e-30,0.061666158044958966
ABRRE,Themyscira,8.0,0.2337581820816768,-2.9076357051005453e-31,0.06014973131990824
ABRRE,Themyscira,9.0,0.5816950189412926,-2.486842407677359e-29,0.051859078856980115
ABRRE,Themyscira,10.0,0.3715320911473149,-5.532622569557878e-31,0.034253106333383146
ABRRE,Themyscira,11.0,0.6209275569871617,-2.874900916365571e-29,0.036629672581941414
ABRRE,Themyscira,12.0,0.3333268838869787,-1.833031318690341e-30,0.049350652542647644
ABRRE,Wakanda,1.0,0.1510799696952725,-8.588278682476524e-32,0.07816214647737857
ABRRE,Wakanda,2.0,0.5160969226737018,-6.471997825373165e-31,0.04658417969749965
ABRRE,Wakanda,3.0,0.43231848300728104,-2.1368802494178062e-32,0.09464280678083001
ABRRE,Wakanda,4.0,0.3918947841763172,-2.4202052855248195e-12,0.11109509674077545
ABRRE,Wakanda,5.0,0.7124057319923445,-1.7656142848505082e-29,0.04662430255506585
ABRRE,Wakanda,6.0,0.15248309672391647,-2.4278489718249516e-29,0.15091061521549698
ABRRE,Wakanda,7.0,0.4296178097685127,-2.2814001521632917e-28,0.051115474425834355
ABRRE,Wakanda,8.0,0.6330176580438132,-1.4759161204685714e-32,0.13576589796458388
ABRRE,Wakanda,9.0,0.6259800446809592,-6.758384955874843e-31,0.06259827707680363
ABRRE,Wakanda,10.0,0.9332490174056807,-1.273511980105827e-31,0.053007159420469754
ABRRE,Wakanda,11.0,0.18456958280970098,-1.0789314561480231e-28,0.06846700861758961
ABRRE,Wakanda,12.0,0.3105467647278396,-2.8906149789534456e-30,0.10926838919481877
AIMST,Aldovia,1.0,3.765219595435107,-0.013288820853123842,0.015982750161261397
AIMST,Aldovia,2.0,1.8271439749551135,-0.003986577919011704,0.028530921846832917
AIMST,Aldovia,3.0,2.065970005266222,-0.003962104594107872,0.023933649579945596
AIMST,Aldovia,4.0,0.4336301538368056,-3.043601878057788e-29,0.08736569107910316
AIMST,Aldovia,5.0,2.016983062117996,-0.004912145113486519,0.02546568543897467
AIMST,Aldovia,6.0,1.948115646060855,-0.0036779548477253524,0.026316045821683058
AIMST,Aldovia,7.0,0.8485696948955839,-1.5966079657628275e-27,0.057596048051460645
AIMST,Aldovia,8.0,1.9656201475607287,-0.004694967348466607,0.025523709639907383
AIMST,Aldovia,9.0,3.0568185980988076,-0.009434191697470146,0.018676769717628314
AIMST,Aldovia,10.0,0.572400390488812,-2.75374657918182e-29,0.04596689187247781
AIMST,Aldovia,11.0,2.636942531761834,-0.008246483665897647,0.020764653444878496
AIMST,Aldovia,12.0,5.748214689057447,-0.024358259726785778,0.01347116239289874
AIMST,Atlantis,1.0,0.26963757220082374,-2.3307319781664504e-30,0.035173280135404425
AIMST,Atlantis,2.0,0.5084561059353658,-4.839403879902619e-29,0.045297766498736944
AIMST,Atlantis,3.0,0.7642955460881322,-1.0240711589735013e-29,0.04203076377281295
AIMST,Atlantis,4.0,0.6616262613248376,-9.046423395960051e-29,0.03280542424673481
AIMST,Atlantis,5.0,0.6604941733796208,-6.3277032649792035e-28,0.0424698589346548
AIMST,Atlantis,6.0,0.41965014280908786,-9.750794107845956e-29,0.03406692882136214
AIMST,Atlantis,7.0,0.8328978964568812,-1.9942991579228248e-29,0.03354125553716759
AIMST,Atlantis,8.0,0.5859445479128715,-9.595251081906404e-30,0.03298718721541537
AIMST,Atlantis,9.0,0.8158577066492246,-5.338408428288851e-30,0.03228914446060721
AIMST,Atlantis,10.0,0.4588181145134549,-4.636401667723468e-30,0.05058120800867778
AIMST,Atlantis,11.0,0.575962018213763,-3.339509285571094e-29,0.06158017426982373
AIMST,Atlantis,12.0,0.32270894204184797,-6.177375485391488e-30,0.07045475559607386
AIMST,Beleria,1.0,0.10926748235881098,-6.987249117910369e-30,0.04498176901865858
AIMST,Beleria,2.0,0.38611063223181263,-2.9419314268368147e-28,0.06328761311105072
AIMST,Braavos,2.0,2.03942399601275,-0.004770323457167169,0.02713947334119316
AIMST,Braavos,3.0,0.7528379453213494,0.0030567744156894156,0.052361200233030245
AIMST,Braavos,4.0,3.971423357755648,-0.015254028538556267,0.016618680711094805
AIMST,Braavos,5.0,2.865538132422957,-0.009498919127101923,0.02336781063256742
AIMST,Braavos,6.0,1.8758108439871668,-0.003076291061250011,0.026153628523795283
AIMST,Braavos,7.0,2.4356649938586505,-0.005337259090597748,0.020849540862049803
AIMST,Braavos,8.0,0.5725386019464882,-2.221698140737483e-28,0.056618477329650155
AIMST,Braavos,9.0,0.8515365998996809,-4.501748671180208e-27,0.049445309579088895
AIMST,Braavos,10.0,2.0225957092009605,-0.004783607285168981,0.025110880638282623
AIMST,Braavos,11.0,1.764861542787566,-0.0034616757600986255,0.03061412183054927
AIMST,Braavos,12.0,0.505065106037029,-4.1907530649218034e-29,0.07437846953910812
AIMST,Coruscant,1.0,0.25338720716848817,-7.520133948227803e-28,0.048297993214871056
AIMST,Coruscant,2.0,0.7400174387124843,-4.460774588322373e-24,0.03541539458764738
AIMST,Coruscant,3.0,0.4063581683162021,-7.453544489526066e-29,0.04039258473523591
AIMST,Coruscant,4.0,0.6383320508707409,-5.112847378770423e-29,0.041994247707077964
AIMST,Coruscant,5.0,0.3560550485048527,-9.80516679237452e-30,0.07047351657209097
AIMST,Coruscant,6.0,0.5672817777068497,-1.4649676853573032e-29,0.034337705206807456
AIMST,Coruscant,7.0,0.7710627412262969,-5.490999909290174e-26,0.04193161096601884
AIMST,Coruscant,8.0,0.29442191866259404,-4.5188568067190255e-26,0.02893367705001064
AIMST,Coruscant,9.0,0.24989328560743052,-2.4072897893775369e-29,0.04752474965595081
AIMST,Coruscant,10.0,0.7444623868926181,-8.3449760489583e-28,0.027064895603442385
AIMST,Coruscant,11.0,0.49004111680369533,-2.2812437128669945e-29,0.03317967103212342
AIMST,Coruscant,12.0,0.610661877282477,-8.484430352878415e-29,0.038908985031863685
AIMST,Dorne,1.0,0.6451021921907816,-1.3688444149349255e-30,0.04405006087662609
AIMST,Dorne,2.0,0.5422270336962074,-1.8967884256376463e-29,0.057442746256640226
AIMST,Dorne,3.0,0.5915356269451004,-1.926144326516866e-30,0.08707158000876894
AIMST,Dorne,4.0,0.37324255941329487,-1.1008393084018016e-30,0.08816856653159699
AIMST,Dorne,5.0,0.33787312334343245,-2.8720832014944582e-30,0.060215745821041985
AIMST,Dorne,6.0,0.32546601983986145,-1.3678456234818167e-30,0.07281699408766601
AIMST,Dorne,7.0,0.7133656802598434,-9.068186551034566e-32,0.04575400133457354
AIMST,Dorne,8.0,0.6523686547211096,-5.216658437418707e-30,0.051871751258181234
AIMST,Dorne,9.0,0.2666749647276472,-9.663542820854923e-30,0.06331247560982993
AIMST,Dorne,10.0,0.29563632486740743,-2.9389921702262213e-30,0.053734505644584055
AIMST,Dorne,11.0,0.5996443827570193,-1.0212256637318147e-31,0.15550898566569304
AIMST,Dorne,12.0,0.28728435041686534,-4.997462807690173e-30,0.052821591286497424
AIMST,Eriador,1.0,0.3496265717940125,-4.434624061401542e-28,0.055015696735105625
AIMST,Eriador,10.0,0.6616696289003166,-1.6370048623991415e-30,0.13520473561190022
AIMST,Eriador,11.0,0.4106271371102779,-3.262389622558667e-27,0.03429497674701883
AIMST,Eriador,12.0,0.4410359610468193,-6.082331576344778e-30,0.06554561379737947
AIMST,Etheria,1.0,0.24952339458263634,-4.580959392293382e-29,0.03958514389213875
AIMST,Etheria,2.0,0.6696989979656449,-3.0077788413157853e-30,0.1931659394207586
AIMST,Etheria,3.0,0.11294785588466766,-4.031972214150471e-30,0.3816283321198086
AIMST,Etheria,4.0,0.14212798847569072,-8.14773910987522e-31,0.11705901776920027
AIMST,Etheria,5.0,0.10803544443262332,-7.8742257376540025e-31,0.19009817655545408
AIMST,Etheria,6.0,0.703903412278527,-1.8156071675066854e-30,0.17601131700188788
AIMST,Etheria,7.0,0.6776136593187485,-6.762454119444096e-32,0.19632639476117303
AIMST,Etheria,8.0,0.717331141419913,-2.4982707071150542e-30,0.2045183505175505
AIMST,Etheria,9.0,0.09533476760578871,-7.472608353010951e-29,0.4137041044850748
AIMST,Etheria,10.0,0.5876732274729899,-9.312007437658153e-30,0.1810956162270741
AIMST,Etheria,11.0,0.5217184689155083,-3.9295840039541723e-31,0.12315078924616385
AIMST,Etheria,12.0,0.6908490081161451,-2.777972844019295e-30,0.20221395503335443
AIMST,Gallifrey,1.0,0.5247446743240978,-3.7698648966573616e-29,0.7329306020122415
AIMST,Gallifrey,2.0,0.8527677870150536,-2.1737856893956938e-29,0.05721392935892697
AIMST,Gallifrey,3.0,0.7720730784760947,-2.738761410470977e-28,0.05228591127706639
AIMST,Gallifrey,4.0,2.3594734753833753,-0.007253199788939863,0.023180220843860153
AIMST,Gallifrey,5.0,1.3375992938949781,-0.0009882715701522932,0.035952386554912355
AIMST,Gallifrey,6.0,0.2878862017734388,-1.0563937946115738e-29,0.6717092317516298
AIMST,Gallifrey,7.0,0.5943047367380849,-2.641452557370652e-30,0.23266727651083374
AIMST,Gallifrey,8.0,2.2429213168452327,-0.006023119692617651,0.022901569097452168
AIMST,Gallifrey,9.0,1.3743682183919608,-0.0012919361870364326,0.03474264551067346
AIMST,Gallifrey,10.0,0.6178697235789639,-2.3629330209943244e-28,0.23174753014727328
AIMST,Gallifrey,11.0,1.414100656885109,-0.0016406231500249156,0.033668550277302776
AIMST,Gallifrey,12.0,0.9762282281814558,-8.812525479635755e-28,0.0499178660299784
AIMST,Hogwarts,1.0,16.875403198617093,-0.03896207106875137,0.004930746147709346
AIMST,Hogwarts,2.0,0.2602171813933325,-2.682841371170866e-29,1.5816797326956529
AIMST,Hogwarts,3.0,3.2167356405106062,-0.007928451166394221,0.016803108433071874
AIMST,Hogwarts,4.0,0.24457916136504543,-3.91031460785076e-30,1.703206778304956
AIMST,Hogwarts,5.0,1.2891540089777418,0.010823328546297058,0.03002963879804624
AIMST,Hogwarts,7.0,2.063646770489391,-0.0034530396564091187,0.022662750321736147
AIMST,Hogwarts,8.0,2.129159447514489,0.00047336096942769636,0.021396099200952236
AIMST,Hogwarts,9.0,0.8591799439734878,-8.007195780767926e-31,0.053921407011302325
AIMST,Hogwarts,10.0,2.0504632727131287,0.0007460291064078422,0.020760142614650895
AIMST,Hogwarts,11.0,1.871737859398431,-0.003951838975574267,0.028464559311251164
AIMST,Hogwarts,12.0,0.7622164806296958,-1.006372976391054e-23,0.04394015987777733
AIMST,Latveria,3.0,8.32926946351487,-0.02353519292431579,0.008945439680229966
AIMST,Latveria,4.0,2.3106181031866146,0.0052720435552580215,0.016842839799629687
AIMST,Latveria,5.0,0.6480354717755423,-2.2882171764940955e-30,0.056063370720925015
AIMST,Latveria,6.0,0.6164540662414679,0.017817428426132303,0.04868534862785705
AIMST,Latveria,7.0,1.3680014375273402,0.0013736044336802328,0.029750649013658398
AIMST,Latveria,9.0,2.28031812798213,0.0056818457958118206,0.017744571890503644
AIMST,Latveria,10.0,0.8819010801989461,-4.8462948481107104e-26,0.036358514207974785
AIMST,Panem,1.0,2.0014485873218453,-0.0028778319405291302,0.02393328821668911
AIMST,Panem,2.0,2.243094931165574,-0.005469337501118877,0.023718823428466086
AIMST,Panem,3.0,1.949806095502326,-0.0025130887186930045,0.024262328002290834
AIMST,Panem,4.0,1.7623220994580724,-0.002481489077230132,0.028271616228802997
AIMST,Panem,5.0,2.456136169693492,-0.006613496937681389,0.022914980688965136
AIMST,Panem,6.0,1.635506739296945,-0.0025762489490218864,0.03027136385269403
AIMST,Panem,7.0,1.7092902403827654,-0.0017433432863995023,0.026245682256425415
AIMST,Panem,8.0,1.5817112652697127,-0.0017563035850794778,0.02862287726377371
AIMST,Panem,9.0,2.7982699467905974,-0.006789882612578192,0.018501775129331103
AIMST,Panem,10.0,1.6549160320922849,-0.0015379784756581398,0.02815856329907527
AIMST,Panem,11.0,1.8624668308788563,-0.0012979242950857334,0.025684888566924947
AIMST,Panem,12.0,0.898281711242009,-1.5032346084432437e-27,0.047647386633951225
AIMST,Prydain,1.0,0.11184759210726014,-1.562585352371865e-29,0.03571726149018488
AIMST,Prydain,2.0,0.10289155233700882,-3.77807995969321e-31,0.11863512509988484
AIMST,Prydain,3.0,0.47482995524212557,-5.710888199976481e-32,0.07731689506925107
AIMST,Prydain,4.0,0.1855374371000548,-2.814580838162212e-30,0.16005939579397396
AIMST,Prydain,5.0,0.17131024227247477,-6.715128106815722e-31,0.030164716377078106
AIMST,Prydain,6.0,0.1256344735298095,-4.036601402015431e-29,0.038197819525241886
AIMST,Prydain,7.0,0.19859071723662192,-1.4324299023005733e-29,0.09903462990657344
AIMST,Prydain,8.0,0.6984604347753947,-5.66604809006441e-31,0.032374239522368675
AIMST,Prydain,9.0,0.18091616655278137,-5.365486374199008e-32,0.030106329658469832
AIMST,Prydain,10.0,0.27580129203685394,-1.8580029746766537e-29,0.14128542517319292
AIMST,Prydain,11.0,0.26059734584977934,-7.213039712798148e-30,0.10177724666048416
AIMST,Prydain,12.0,0.10569486265109634,-4.265054059088132e-29,0.05302608250531398
AIMST,Qarth,1.0,0.18912577238030615,-1.1418240490556957e-28,0.037837220193710566
AIMST,Qarth,2.0,0.2665225180012097,-9.967013357797806e-32,0.04992164782458971
AIMST,Qarth,3.0,0.38995359567961463,-3.3358222721017224e-30,0.05537098067785528
AIMST,Qarth,4.0,0.5167367989645036,-4.725090494598133e-30,0.04718400134024581
AIMST,Qarth,5.0,0.5053917112092783,-6.124781534174455e-31,0.06240132716014844
AIMST,Qarth,6.0,0.4214906909271019,-7.594977575141654e-30,0.07482768404684167
AIMST,Qarth,7.0,0.5843980746761865,-1.3466660763690112e-29,0.045377044796604926
AIMST,Qarth,8.0,0.559717897499736,-5.5543844985955664e-30,0.06313539193171848
AIMST,Qarth,9.0,0.7865050103430539,-3.09133918999733e-29,0.04537878256238273
AIMST,Qarth,10.0,0.6219620343031727,-9.590359016284772e-31,0.04585372438693447
AIMST,Qarth,11.0,0.23096651981566302,-3.1215436811994123e-29,0.0831462373629033
AIMST,Qarth,12.0,0.46192538356092117,-3.8084088174348536e-29,0.05523113237951162
AIMST,Sokovia,1.0,0.2923497330142072,-1.1371982386466697e-28,0.06443978685665547
AIMST,Sokovia,2.0,0.38538721113326935,-1.3088591335202488e-28,0.05570201442412594
AIMST,Sokovia,3.0,0.4341002794565735,-5.666713057281626e-29,0.05035474352564169
AIMST,Sokovia,4.0,0.32927084909855503,-3.552132874799763e-29,0.06476986193525647
AIMST,Sokovia,5.0,0.13078739237773598,-7.469722321781408e-31,0.055469638073734916
AIMST,Sokovia,6.0,0.38195255996656885,-1.9101103920019216e-29,0.07775904180109203
AIMST,Sokovia,7.0,0.1135052491405554,-5.286091133206332e-29,0.09136034545702393
AIMST,Sokovia,8.0,0.27947487532147686,-6.98621128726996e-30,0.07964197848704366
AIMST,Sokovia,9.0,0.6931805447603814,-2.4649899629814893e-30,0.07558066086702334
AIMST,Sokovia,10.0,0.35165961361796394,-5.078626331653949e-30,0.08170567239740281
AIMST,Sokovia,11.0,0.35206604568523037,-2.0239461784223668e-30,0.06563111993819917
AIMST,Sokovia,12.0,0.4663981163980633,-4.3797483662273806e-29,0.05283987658378135
AIMST,Wakanda,1.0,0.24812998560298588,-1.8720515294560678e-30,0.0812872681611661
AIMST,Wakanda,2.0,0.6121170390209276,-2.2839234968819223e-28,0.03870944868924894
AIMST,Wakanda,3.0,0.2753272475278513,-2.599244939305789e-29,0.05625989943691176
AIMST,Wakanda,4.0,0.6500949382083258,-4.840884696172444e-30,0.04959606585239503
AIMST,Wakanda,5.0,0.3128309997827029,-8.519742707237143e-31,0.04743187241075831
AIMST,Wakanda,6.0,0.45012276636643367,-8.706434525799552e-29,0.04305061180860702
AIMST,Wakanda,7.0,0.48281755755779426,-1.4873223991211037e-30,0.08362866312329355
AIMST,Wakanda,8.0,0.652624777303497,-1.101686949171604e-31,0.04047710771073569
AIMST,Wakanda,9.0,0.352864898455439,-7.692279767387704e-29,0.04341169886338314
AIMST,Wakanda,10.0,0.09735016931601406,-6.78728060944196e-29,0.03370261151424776
AIMST,Wakanda,11.0,0.6805326206820459,-3.2385323466756786e-31,0.11253100785223276
AIMST,Wakanda,12.0,0.09277205057453952,-3.370761369666222e-30,0.06696762584288751
AIMST,Westeros,1.0,3.4155223899428795,-0.012652190272691918,0.019033340755687262
AIMST,Westeros,2.0,5.680192857898278,-0.015323403020511033,0.012082240659988742
AIMST,Westeros,3.0,0.319475939216898,-1.7741915856300155e-29,1.5254747444637946
AIMST,Westeros,4.0,0.3173048028373553,-7.196846731990233e-29,1.245821399945918
AIMST,Westeros,5.0,0.21304354304386014,-1.8807096534533954e-30,1.5114841030217239
AIMST,Westeros,6.0,4.173035681242155,-0.007446905831086106,0.014322813722462864
AIMST,Westeros,7.0,2.42264974305803,-0.001428035650375089,0.02018715681673123
AIMST,Westeros,8.0,0.6242973686373436,-3.373608567792954e-26,0.07557758686581448
AIMST,Westeros,9.0,0.29235124310400795,-5.753681621467893e-30,1.5073383228744852
AIMST,Westeros,10.0,0.2907745169949689,-4.413177307033696e-29,1.4262141572261
AIMST,Westeros,11.0,2.822585867773788,-0.01089545626099542,0.022100779192856287
AIMST,Westeros,12.0,0.6263315836393162,-1.5435580543987996e-29,0.07754616733141004
AIMST,Zamunda,1.0,0.37167979093178144,-8.882525929785399e-30,0.08340078923117736
AIMST,Zamunda,2.0,0.3941906581668988,-2.2826697431133513e-29,0.06743333811533939
AIMST,Zamunda,3.0,0.1947661679042893,-6.194690122900998e-30,0.05817408580307848
AIMST,Zamunda,4.0,0.37119209706226464,-1.0163455966982729e-30,0.0886845079243348
AIMST,Zamunda,5.0,0.6499921236069701,-2.586096208079672e-30,0.048078329157055066
AIMST,Zamunda,6.0,0.3195987236222412,-3.793001840721347e-29,0.06121657751827356
AIMST,Zamunda,7.0,0.523462405521864,-3.3092645116356595e-28,0.05438278665518302
AIMST,Zamunda,8.0,0.5402607422913815,-8.940218058370469e-30,0.04004079703705248
AIMST,Zamunda,9.0,0.28603965629226136,-4.499212248541813e-30,0.09820654087986103
AIMST,Zamunda,10.0,0.34288339694029246,-1.8004538615539872e-30,0.08168294220207295
AIMST,Zamunda,11.0,0.36490278563770195,-2.370335929091443e-31,0.08677185741080082
AIMST,Zamunda,12.0,0.23987567077923497,-8.458927006183154e-31,0.09178552836465437
AITPJ,Aldovia,1.0,4.514750959519285,-0.017372638612388795,0.013600415335548942
AITPJ,Aldovia,2.0,623.1334271015407,-0.5190941443214085,0.0009108212122377218
AITPJ,Aldovia,3.0,10.637765020044991,-0.03654614996878402,0.007728949095907888
AITPJ,Aldovia,4.0,3.513938382314789,-0.01368307715536212,0.017967723229917833
AITPJ,Aldovia,5.0,2.773032924850746,-0.00968997057015529,0.020483085161233865
AITPJ,Aldovia,6.0,27.976562136656305,-0.09754606353446363,0.005175738176851623
AITPJ,Aldovia,7.0,5.464257678976145,-0.018332569530030887,0.011252389416015175
AITPJ,Aldovia,8.0,2.421323569201397,-0.0046022426566561525,0.020904517405312982
AITPJ,Aldovia,9.0,1.7434398842017247,-0.003012417449640423,0.0293557990680553
AITPJ,Aldovia,10.0,2.2764653068578795,-0.006358394114567775,0.02262311349755686
AITPJ,Aldovia,11.0,4.884918584383422,-0.01659261635608302,0.012924542985908883
AITPJ,Aldovia,12.0,3.1245559925575384,-0.013509461326303134,0.0217759515134033
AITPJ,Arendelle,1.0,0.19512910798571426,-3.9389513460149763e-31,0.09445440470553357
AITPJ,Arendelle,2.0,0.6400504497036197,-7.11686482627838e-31,0.08215934639198186
AITPJ,Arendelle,3.0,0.7777808472239218,-3.1060675584017696e-31,0.05183059953010418
AITPJ,Arendelle,4.0,0.6200172236895178,-2.5577535686451244e-25,0.07634992887642596
AITPJ,Arendelle,5.0,0.7135483184737679,-1.1374973276428234e-31,0.06315276938630993
AITPJ,Arendelle,6.0,0.5227056671842957,-1.0916189301202096e-29,0.8666732445513998
AITPJ,Arendelle,7.0,0.8637752455416068,-5.0918264130747215e-30,0.049642881007703435
