brand,country,month,alpha_norm,beta_norm
AIMST,Coruscant,6.0,0.04615571941891147,0.042439475348366604
AIMST,Coruscant,7.0,0.04265807648970828,0.04051143383514364
AIMST,Coruscant,8.0,0.04619917021741701,0.05307205750402512
AIMST,Coruscant,9.0,0.043619675663143204,0.0510559325259448
AIMST,Coruscant,10.0,0.04380511401777413,0.0475854237777509
AIMST,Coruscant,11.0,0.046191877231477246,0.05312122094777544
AIMST,Coruscant,12.0,0.05141441989408742,0.057603633682909224
AIMST,Dorne,1.0,0.046893810756877485,0.06061961918372673
AIMST,Dorne,2.0,0.04596867240297715,0.0655579774876129
AIMST,Dorne,3.0,0.04244100149432378,0.06614184180757401
AIMST,Dorne,4.0,0.044925177089683556,0.07969809722163168
AIMST,Dorne,5.0,0.04447816392195831,0.06277543138293433
AIMST,Dorne,6.0,0.04854411655798542,0.05751651264976123
AIMST,Dorne,7.0,0.04439144436486156,0.06024109598673144
AIMST,Dorne,8.0,0.044084168115499145,0.0554112611103438
AIMST,Dorne,9.0,0.04490875457188562,0.061609662670958756
AIMST,Dorne,10.0,0.04376540537561436,0.0615405589488477
AIMST,Dorne,11.0,0.043931948873129394,0.06950214388176701
AIMST,Dorne,12.0,0.04340833961048375,0.05964000419465885
AIMST,Eriador,1.0,0.044452994051552286,0.0631946909107466
AIMST,Eriador,10.0,0.04003463536220934,0.06867716925849682
AIMST,Eriador,11.0,0.049743304975579106,0.054850053012826375
AIMST,Eriador,12.0,0.06078497738917291,0.0848517856059053
AIMST,Etheria,1.0,0.04095121997164524,0.10131550218174709
AIMST,Etheria,2.0,0.04229902325232332,0.10403841845147442
AIMST,Etheria,3.0,0.04063950481376923,0.10346752719280913
AIMST,Etheria,4.0,0.04270506557554,0.09571663455609897
AIMST,Etheria,5.0,0.04290783429672961,0.09698960552323081
AIMST,Etheria,6.0,0.041162820635408146,0.09221402794626789
AIMST,Etheria,7.0,0.038338809640635296,0.09413823381395707
AIMST,Etheria,8.0,0.04480467501830236,0.10816631320258281
AIMST,Etheria,9.0,0.047599984125783576,0.130768146580595
AIMST,Etheria,10.0,0.0378049574347951,0.09265526940953359
AIMST,Etheria,11.0,0.0419149970618882,0.09261612626371975
AIMST,Etheria,12.0,0.04368760352578255,0.10669046938182299
AIMST,Gallifrey,1.0,0.04627590110791989,0.04669557485296549
AIMST,Gallifrey,2.0,0.04746427485413966,0.0427120278556671
AIMST,Gallifrey,3.0,0.04579520687895914,0.037767662535403236
AIMST,Gallifrey,4.0,0.04743962494834182,0.03645010936472331
AIMST,Gallifrey,5.0,0.047099915592417434,0.04212902604364555
AIMST,Gallifrey,6.0,0.04575374791600929,0.038603959087310964
AIMST,Gallifrey,7.0,0.04381708561520014,0.03520364609478469
AIMST,Gallifrey,8.0,0.04534343807497252,0.033408379675458885
AIMST,Gallifrey,9.0,0.04645744337516153,0.036843490239630204
AIMST,Gallifrey,10.0,0.04727346054038796,0.04057420897402496
AIMST,Gallifrey,11.0,0.045970615649103735,0.040830221636362955
AIMST,Gallifrey,12.0,0.04673666185933377,0.04508354025730484
AIMST,Hogwarts,1.0,0.04424625013095451,0.02024292465657366
AIMST,Hogwarts,2.0,0.04828056499387953,0.03159904324553801
AIMST,Hogwarts,3.0,0.046122776967294464,0.028128338499327873
AIMST,Hogwarts,4.0,0.04652093521901382,0.03784936252331302
AIMST,Hogwarts,5.0,0.049536156609062576,0.030651464527604755
AIMST,Hogwarts,7.0,0.04331505209549101,0.031070560593624588
AIMST,Hogwarts,8.0,0.046028940280658015,0.03108907062044256
AIMST,Hogwarts,9.0,0.04487058863455347,0.03410454381766949
AIMST,Hogwarts,10.0,0.04331396886013839,0.031017939215993044
AIMST,Hogwarts,11.0,0.04932622520932714,0.03674276374949057
AIMST,Hogwarts,12.0,0.04797593514872038,0.04022557880864917
AIMST,Latveria,3.0,0.05097378943011346,0.025245312686254483
AIMST,Latveria,4.0,0.0441895382392548,0.022870519727602123
AIMST,Latveria,5.0,0.04674320466897318,0.06271160011126252
AIMST,Latveria,6.0,0.05090704289125544,0.02769940976537369
AIMST,Latveria,7.0,0.042072956757148824,0.031050326567181617
AIMST,Latveria,9.0,0.046145211266647994,0.027178659782703347
AIMST,Latveria,10.0,0.043738846839823535,0.03759751610350437
AIMST,Panem,1.0,0.04502373437512453,0.03398982506916648
AIMST,Panem,2.0,0.047733855967345556,0.03400877719791206
AIMST,Panem,3.0,0.044793412873452516,0.033052182751366406
AIMST,Panem,4.0,0.04734243363918799,0.036236573079872145
AIMST,Panem,5.0,0.04966869857161252,0.03426516569690488
AIMST,Panem,6.0,0.04693265220631535,0.036977487495036654
AIMST,Panem,7.0,0.043118356217054475,0.03446124765626003
AIMST,Panem,8.0,0.04351687077438623,0.034617781797046006
AIMST,Panem,9.0,0.04498287005223724,0.030775193503595196
AIMST,Panem,10.0,0.04506236200786378,0.0360191701322731
AIMST,Panem,11.0,0.04653923214464902,0.03460905065183679
AIMST,Panem,12.0,0.049543676545963235,0.03771734903449409
AIMST,Prydain,1.0,0.04272084508886402,0.09222771764604537
AIMST,Prydain,2.0,0.050178172690910294,0.1051139788227056
AIMST,Prydain,3.0,0.040721958560076786,0.08986273778014411
AIMST,Prydain,4.0,0.045974062153534404,0.09955529043217957
AIMST,Prydain,5.0,0.043219894815612434,0.09114876241803745
AIMST,Prydain,6.0,0.043676182626151076,0.08955888671694744
AIMST,Prydain,7.0,0.04028300022344306,0.08843275632664066
AIMST,Prydain,8.0,0.0413283994815554,0.09083900445261273
AIMST,Prydain,9.0,0.04365198603928751,0.08965531074561547
AIMST,Prydain,10.0,0.04216819503394772,0.09709714325938354
AIMST,Prydain,11.0,0.042564233618199776,0.08980562753670357
AIMST,Prydain,12.0,0.04691877782440812,0.09534121837513812
AIMST,Qarth,1.0,0.04382690214581263,0.05665112247186242
AIMST,Qarth,2.0,0.04688337536605441,0.06076313091485359
AIMST,Qarth,3.0,0.044545941169922186,0.054816662175163004
AIMST,Qarth,4.0,0.04957048584216686,0.05790689355957798
AIMST,Qarth,5.0,0.04944006479314638,0.05999575708540888
AIMST,Qarth,6.0,0.047423734495814635,0.06485793725644451
AIMST,Qarth,7.0,0.04304160302875475,0.052388161770590705
AIMST,Qarth,8.0,0.046692922817940664,0.05624079774244101
AIMST,Qarth,9.0,0.04404183756541535,0.0486609008067558
AIMST,Qarth,10.0,0.04169007948679832,0.053587826792297795
AIMST,Qarth,11.0,0.044690403918772915,0.059375190627336885
AIMST,Qarth,12.0,0.050262031344331694,0.061158640264350146
AIMST,Sokovia,1.0,0.04508996929704411,0.06314327161915413
AIMST,Sokovia,2.0,0.04638279316026974,0.06803717642612617
AIMST,Sokovia,3.0,0.045444352086310466,0.06251160387804446
AIMST,Sokovia,4.0,0.04760503721937791,0.060329762201353956
AIMST,Sokovia,5.0,0.04836352513131388,0.0649898647778559
AIMST,Sokovia,6.0,0.04769461391965195,0.06488717928868107
AIMST,Sokovia,7.0,0.043715418857851795,0.06342702403645928
AIMST,Sokovia,8.0,0.046118494073995646,0.06209874142791421
AIMST,Sokovia,9.0,0.043705476606119675,0.06139446984644108
AIMST,Sokovia,10.0,0.04389163073382895,0.057719041091377
AIMST,Sokovia,11.0,0.04830977696332711,0.062422162798517915
AIMST,Sokovia,12.0,0.045545674684764344,0.06591977160703112
AIMST,Wakanda,1.0,0.04554575675197177,0.0631166900640627
AIMST,Wakanda,2.0,0.05222501105755249,0.060178140257106515
AIMST,Wakanda,3.0,0.0491235002892941,0.05057612250049741
AIMST,Wakanda,4.0,0.04749405990097597,0.05027992607818393
AIMST,Wakanda,5.0,0.04473504912410606,0.03786371985903191
AIMST,Wakanda,6.0,0.04713200822738505,0.04166571513197203
AIMST,Wakanda,7.0,0.04507175679705434,0.052837460719224544
AIMST,Wakanda,8.0,0.04565622614058859,0.061498221702484986
AIMST,Wakanda,9.0,0.04502314514452341,0.05390480919020416
AIMST,Wakanda,10.0,0.045566123100148404,0.04342832393141098
AIMST,Wakanda,11.0,0.04594651245386474,0.07308247459711863
AIMST,Wakanda,12.0,0.04745704414694273,0.07024273174126083
AIMST,Westeros,1.0,0.05235652065553424,0.03541525235471863
AIMST,Westeros,2.0,0.053306162743944646,0.029436475469938533
AIMST,Westeros,3.0,0.04842507081675588,0.035198944431795005
AIMST,Westeros,4.0,0.05368545146183776,0.038241285080165235
AIMST,Westeros,5.0,0.04971976404067463,0.037295291084773356
AIMST,Westeros,6.0,0.05232275818577096,0.030619280271985325
AIMST,Westeros,7.0,0.0474787311107056,0.032344401033946084
AIMST,Westeros,8.0,0.06546712924392874,0.05379773626209096
AIMST,Westeros,9.0,0.048921764853807136,0.03635640868803263
AIMST,Westeros,10.0,0.04755445531340551,0.037351662342455245
AIMST,Westeros,11.0,0.05148597941089041,0.037078510630033035
AIMST,Westeros,12.0,0.05847465450015991,0.04942948050648319
AIMST,Zamunda,1.0,0.04736530998053619,0.05247583171492985
AIMST,Zamunda,2.0,0.047517504856366716,0.06326782790707078
AIMST,Zamunda,3.0,0.04576361466401524,0.06569756313645934
AIMST,Zamunda,4.0,0.04584078625887074,0.07491371732822093
AIMST,Zamunda,5.0,0.04384106926696268,0.0561116801669667
AIMST,Zamunda,6.0,0.05140498659672364,0.07160113515415695
AIMST,Zamunda,7.0,0.042630481255455606,0.05936080505091622
AIMST,Zamunda,8.0,0.04333923821191736,0.04669875925185558
AIMST,Zamunda,9.0,0.0418306349309674,0.07084867189531932
AIMST,Zamunda,10.0,0.04133320043540933,0.06869850034037048
AIMST,Zamunda,11.0,0.044443422014387515,0.07316202283736961
AIMST,Zamunda,12.0,0.04324980551523533,0.07886370609574808
AITPJ,Aldovia,1.0,0.04402982746933004,0.02891667781783246
AITPJ,Aldovia,2.0,0.04853502884337436,0.02260002945452767
AITPJ,Aldovia,3.0,0.04567257884959243,0.024959889374113586
AITPJ,Aldovia,4.0,0.04945441522877794,0.03316592725276469
AITPJ,Aldovia,5.0,0.047110339484428505,0.032055066125680674
AITPJ,Aldovia,6.0,0.04725695280018247,0.027220776445264227
AITPJ,Aldovia,7.0,0.04315331438043757,0.025704136332252752
AITPJ,Aldovia,8.0,0.046014732745084906,0.03161858052453176
AITPJ,Aldovia,9.0,0.048167651999569315,0.03510619453124107
AITPJ,Aldovia,10.0,0.04514266820828155,0.0323194519053239
AITPJ,Aldovia,11.0,0.046542812508351655,0.028648075486677686
AITPJ,Aldovia,12.0,0.05453064813617394,0.03797486190844298
AITPJ,Arendelle,1.0,0.04708569913476679,0.05713756324449359
AITPJ,Arendelle,2.0,0.05229014323877798,0.05837462582465756
AITPJ,Arendelle,3.0,0.04369701336032015,0.038508186561574315
AITPJ,Arendelle,4.0,0.048140308576291736,0.059622273054752685
AITPJ,Arendelle,5.0,0.055289590229879,0.05988474530150616
AITPJ,Arendelle,6.0,0.04304818200420928,0.06666633687854034
AITPJ,Arendelle,7.0,0.04198839783711084,0.05336496482733859
AITPJ,Arendelle,8.0,0.04376211190253095,0.07226342883565809
AITPJ,Arendelle,9.0,0.047042552047626876,0.05788577502866915
AITPJ,Arendelle,10.0,0.04724022938293063,0.054290098492910395
AITPJ,Arendelle,11.0,0.04391281176764614,0.054162110758630005
AITPJ,Arendelle,12.0,0.04704457768621221,0.05802485110608932
AITPJ,Arrakis,1.0,0.045940606069740944,0.046955693931616464
AITPJ,Arrakis,2.0,0.04739768737141624,0.051917658544934124
AITPJ,Arrakis,3.0,0.04183867679599942,0.05657102625778251
AITPJ,Arrakis,4.0,0.04442912796527214,0.049238632178009716
AITPJ,Arrakis,5.0,0.04479016145862606,0.04172144814733853
AITPJ,Arrakis,6.0,0.04780276884636096,0.04415030062097622
AITPJ,Arrakis,7.0,0.04458373888532732,0.05410695996290657
AITPJ,Arrakis,8.0,0.04303563997247241,0.044912573949986254
AITPJ,Arrakis,9.0,0.04626115735622416,0.051518090598412045
AITPJ,Arrakis,10.0,0.0431416277633951,0.042490715484334335
AITPJ,Arrakis,11.0,0.048270834955339285,0.047080830136985455
AITPJ,Arrakis,12.0,0.04952922634314746,0.058392978941045094
AITPJ,Asgard,1.0,0.04464050350205783,0.040082922944967674
AITPJ,Asgard,2.0,0.047770190233624464,0.04482286737123207
AITPJ,Asgard,3.0,0.04378361141572295,0.03631193801433203
AITPJ,Asgard,4.0,0.04753619254868105,0.0493642376349175
AITPJ,Asgard,5.0,0.05085248217114734,0.04640367259923502
AITPJ,Asgard,6.0,0.046202583620575575,0.04106856083583385
AITPJ,Asgard,7.0,0.04433564433404137,0.04241588043881678
AITPJ,Asgard,8.0,0.04491575231776057,0.04785044459792512
AITPJ,Asgard,9.0,0.04525158148027255,0.04059875765903371
AITPJ,Asgard,10.0,0.04348687426456544,0.030784471771196198
AITPJ,Asgard,11.0,0.04734761064698228,0.04366812794976663
AITPJ,Asgard,12.0,0.0545680661710768,0.05075713052068208
AITPJ,Atlantis,1.0,0.04604018858397109,0.030828426938686336
AITPJ,Atlantis,2.0,0.04853865092784153,0.022349191725970764
AITPJ,Atlantis,3.0,0.044886566190491736,0.021580688139901633
AITPJ,Atlantis,4.0,0.051047427008194896,0.022096764383328995
AITPJ,Atlantis,5.0,0.05280957215486263,0.024381424297563487
AITPJ,Atlantis,6.0,0.049080234958166165,0.02494130837063614
AITPJ,Atlantis,7.0,0.04328595600145505,0.019929323869100988
AITPJ,Atlantis,8.0,0.04372266032308966,0.025869718656215727
AITPJ,Atlantis,9.0,0.04631298435273899,0.02031117775738281
AITPJ,Atlantis,10.0,0.04424909521936125,0.020087698074185235
AITPJ,Atlantis,11.0,0.04630699958461919,0.020607073264823177
AITPJ,Atlantis,12.0,0.05732142827836089,0.03121061880740893
AITPJ,Beleria,1.0,0.04176926828436503,0.08303531880728776
AITPJ,Beleria,3.0,0.03933526443657849,0.07763910459926361
AITPJ,Beleria,5.0,0.04384208562035566,0.09512237262612333
AITPJ,Beleria,6.0,0.048235045844726716,0.07704117372058193
AITPJ,Beleria,8.0,0.04408340895020195,0.09303889625241928
AITPJ,Beleria,9.0,0.0427459039041964,0.08409168709085567
AITPJ,Beleria,10.0,0.043859798669161745,0.0955004389530477
AITPJ,Beleria,11.0,0.04234935720752157,0.0885384070761559
AITPJ,Beleria,12.0,0.058157381030721565,0.10965489325529258
AITPJ,Braavos,1.0,0.05547044370606469,0.03469900578676612
AITPJ,Braavos,2.0,0.05531419737263423,0.022433112200934798
AITPJ,Braavos,3.0,0.047695784185991526,0.02479711471547193
AITPJ,Braavos,4.0,0.05111041940336491,0.01906689378985727
AITPJ,Braavos,5.0,0.05600128789208195,0.026278077146184586
AITPJ,Braavos,6.0,0.04797122600324546,0.021425873493681923
AITPJ,Braavos,7.0,0.04799247761314729,0.020455471113354863
AITPJ,Braavos,8.0,0.05518658320475913,0.03699211177093005
AITPJ,Braavos,9.0,0.05210452197043726,0.022896515551211128
AITPJ,Braavos,10.0,0.0471940346082567,0.02033089412897748
AITPJ,Braavos,11.0,0.050451481767967356,0.025143841112074003
AITPJ,Braavos,12.0,0.05157079665779643,0.022477587034865097
AITPJ,Coruscant,1.0,0.045607497105542294,0.04248741762581811
AITPJ,Coruscant,2.0,0.048206981434697906,0.03397717527840234
AITPJ,Coruscant,3.0,0.0440681051727724,0.04166674778593969
AITPJ,Coruscant,4.0,0.04686547356670062,0.05095563200413551
AITPJ,Coruscant,5.0,0.04970562165228993,0.04281372832244535
AITPJ,Coruscant,6.0,0.04772701203003839,0.045742228596786436
AITPJ,Coruscant,7.0,0.04259822529821868,0.04170020558895659
AITPJ,Coruscant,8.0,0.04535380331634552,0.035398926072656385
AITPJ,Coruscant,9.0,0.045369607934858634,0.03775380445921086
AITPJ,Coruscant,10.0,0.045078637895026974,0.034290686139770495
AITPJ,Coruscant,11.0,0.04622159271414201,0.0381740819592524
AITPJ,Coruscant,12.0,0.04943652511759585,0.051133761234493216
AITPJ,Dorne,1.0,0.04246768809475581,0.07916581367456463
AITPJ,Dorne,2.0,0.046140815182047754,0.07068952142568236
AITPJ,Dorne,3.0,0.04303892727029622,0.05264787936125893
AITPJ,Dorne,4.0,0.04850775165301418,0.054353424383354304
AITPJ,Dorne,5.0,0.05097231304159845,0.07721762045838294
AITPJ,Dorne,6.0,0.04250559188180657,0.07506924360659774
AITPJ,Dorne,7.0,0.040852497675395706,0.07051015404480702
AITPJ,Dorne,8.0,0.04301274560108468,0.08158260187907039
AITPJ,Dorne,9.0,0.04147142764528536,0.07519439783666924
AITPJ,Dorne,10.0,0.042536813017784496,0.07000778276238608
AITPJ,Dorne,11.0,0.04503663574922116,0.06514124652683265
AITPJ,Dorne,12.0,0.0441342210431155,0.08540896630189919
AITPJ,Eriador,1.0,0.04430286832101893,0.06521075946314309
AITPJ,Eriador,2.0,0.04695955588179808,0.05934115365769354
AITPJ,Eriador,3.0,0.04307445739706294,0.06713483775049632
AITPJ,Eriador,4.0,0.04463226008955132,0.06053928153026021
AITPJ,Eriador,5.0,0.04670243532172984,0.05050632071573522
AITPJ,Eriador,6.0,0.04580226249649785,0.06523923926882333
AITPJ,Eriador,7.0,0.042125756236168384,0.056931314540237095
AITPJ,Eriador,8.0,0.04316828397645128,0.050146573376116284
AITPJ,Eriador,9.0,0.04631556274067084,0.05724899481509181
AITPJ,Eriador,10.0,0.042879613102120684,0.05491659130698263
AITPJ,Eriador,12.0,0.06639882591587618,0.11847556498033662
AITPJ,Essos,1.0,0.04260671016869129,0.05973378207406128
AITPJ,Essos,2.0,0.04757318921935864,0.048708751042583404
AITPJ,Essos,3.0,0.046484200549957465,0.047399788510228
AITPJ,Essos,4.0,0.047074137902984925,0.05777668581836774
AITPJ,Essos,5.0,0.04733207937650312,0.05348156887660413
AITPJ,Essos,6.0,0.04634765962532005,0.05691941162282428
AITPJ,Essos,7.0,0.042635998051872376,0.052479090200582106
AITPJ,Essos,8.0,0.04460446464371931,0.05190032699044818
AITPJ,Essos,9.0,0.044723306103565494,0.04963590600968377
AITPJ,Essos,10.0,0.04520227224462786,0.034738932309560475
AITPJ,Essos,11.0,0.044331781976842975,0.04712240300436349
AITPJ,Essos,12.0,0.049761098427074636,0.05465446123745471
AITPJ,Fangorn,1.0,0.04278663283559783,0.05669036579850605
